Date of Stop ,Time Of Stop ,Race,Sex,Age,ReasonForStop,ResultsOfSearch,ResultOfStop,Location of Stop ,District
10/26/16,8:47:00,B BLACK,M,51,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 310 feet LARKIN ST,E
10/26/16,8:58:00,B BLACK,F,43,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 360 feet LARKIN ST,E
10/26/16,9:11:00,O ALL OTHERS,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 1000 feet LARKIN ST,E
10/26/16,8:29:00,W WHITE,M,77,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 530 feet LARKIN ST,A
10/26/16,8:41:00,W WHITE,F,69,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 710 feet LARKIN ST,A
10/26/16,8:48:00,W WHITE,F,54,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 910 feet LARKIN ST,A
10/26/16,9:38:00,A ASIAN,F,25,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 917 feet LARKIN ST,A
10/26/16,9:04:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 1017 feet LARKIN ST,A
10/26/16,8:37:00,W WHITE,M,35,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY STREET 625 feet At HYDE STREET,A
10/26/16,8:49:00,B BLACK,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY STREET 590 feet At HYDE STREET,A
10/26/16,9:23:00,A ASIAN,M,39,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY STREET 77 feet At HYDE STREET,A
10/26/16,9:36:00,W WHITE,M,34,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY STREET 877 feet At HYDE STREET,A
10/26/16,9:06:00,O ALL OTHERS,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY STREET 590 feet At HYDE STREET,A
10/24/16,7:23:00,O ALL OTHERS,M,26,1 Moving Violation,1 No Search,2 Citation,SOUTH  MASONIC To E/B OAK,F
10/24/16,8:22:00,O ALL OTHERS,F,27,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY At LARKIN,A
10/24/16,8:43:00,O ALL OTHERS,M,54,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 1 963 feet E of HYDE,A
10/24/16,8:55:00,O ALL OTHERS,M,24,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY 875 feet E of HYDE,A
10/24/16,9:13:00,O ALL OTHERS,M,43,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 2 579 feet E of HYDE,A
10/24/16,9:19:00,O ALL OTHERS,M,32,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 1 570 feet E of HYDE,A
10/24/16,9:32:00,O ALL OTHERS,M,44,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  BROADWAY At LARKIN,A
10/26/16,7:46:00,O ALL OTHERS,M,27,1 Moving Violation,1 No Search,2 Citation,WEST  JUDAH AT 20TH AVE To E/B JUDAH,I
10/26/16,8:02:00,O ALL OTHERS,F,60,1 Moving Violation,1 No Search,2 Citation,WEST  JUDAH To S/B 20TH AVE,I
10/26/16,8:43:00,O ALL OTHERS,M,58,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 2 965 feet E of HYDE,A
10/26/16,8:54:00,O ALL OTHERS,M,49,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 1 1097 feet E of HYDE,A
10/26/16,9:23:00,O ALL OTHERS,M,45,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 1 1146 feet E of HYDE,A
10/26/16,9:36:00,O ALL OTHERS,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY LANE 1 976 feet E of HYDE,A
10/26/16,7:31:00,W WHITE,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST. 262 feet W of 3RD ST,B
10/26/16,7:48:00,H HISPANIC,M,23,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/26/16,8:19:00,W WHITE,M,43,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/26/16,8:04:00,A ASIAN,M,61,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/24/16,8:31:00,A ASIAN,F,36,1 Moving Violation,1 No Search,2 Citation,NORTH  7TH ST At FOLSOM ST,B
10/24/16,8:54:00,O ALL OTHERS,M,35,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  MISSION ST At 3RD ST,B
10/24/16,9:10:00,H HISPANIC,M,47,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  FOLSOM ST At 8TH ST,B
10/24/16,9:56:00,B BLACK,M,24,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION ST To S/B 8TH ST,B
10/24/16,11:19:00,A ASIAN,F,30,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  HOWARD ST At 10TH ST,B
10/26/16,7:44:00,O ALL OTHERS,M,47,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH  2ND ST At FOLSOM ST,B
10/26/16,10:34:00,A ASIAN,M,60,1 Moving Violation,1 No Search,2 Citation,SOUTH  POWELL ST To E/B ELLIS ST,J
10/26/16,10:59:00,A ASIAN,F,39,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  BRYANT ST At 10TH ST,B
10/26/16,5:04:00,A ASIAN,M,30,1 Moving Violation,1 No Search,2 Citation,WEST  BROADWAY To S/B VANNESS,E
10/26/16,12:55:00,H HISPANIC,M,47,1 Moving Violation,1 No Search,2 Citation,SOUTH  2ND To E/B FOLSOM,B
10/26/16,15:17:00,A ASIAN,M,23,1 Moving Violation,1 No Search,2 Citation,NORTH  FREMONT At MISSION ST,B
10/26/16,15:33:00,B BLACK,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  MARKET ST To E/B MARKET ST   700BLK,B
10/26/16,16:43:00,A ASIAN,F,57,1 Moving Violation,1 No Search,2 Citation,WEST  SLOAT BLVD At EL MIRASOL,I
10/26/16,17:01:00,O ALL OTHERS,M,55,1 Moving Violation,1 No Search,3 Warning,WEST  SLOAT BLVD At EL MIRASOL,I
10/26/16,17:28:00,W WHITE,M,61,1 Moving Violation,1 No Search,3 Warning,WEST  SLOAT At EL MIRASOL,I
10/26/16,16:40:00,W WHITE,M,23,1 Moving Violation,1 No Search,2 Citation,WB SLOAT BL E of EL MARISOL PL,I
10/26/16,17:18:00,A ASIAN,M,29,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WB SLOAT BL E of EL MARISOL PL,I
10/26/16,17:38:00,H HISPANIC,M,37,1 Moving Violation,1 No Search,2 Citation,WB SLOAT BL E of EL MARISOL PL,I
10/26/16,19:01:00,B BLACK,M,40,1 Moving Violation,1 No Search,3 Warning,9YH ST At MISSION,B
10/26/16,19:18:00,W WHITE,M,30,1 Moving Violation,1 No Search,2 Citation,SB POKL ST At MARKT ST,E
10/26/16,19:40:00,W WHITE,M,60,1 Moving Violation,1 No Search,3 Warning,9TH - HARRISON,B
10/26/16,15:18:00,W WHITE,M,65,1 Moving Violation,1 No Search,3 Warning,FRANKLIN - GROVE,E
10/24/16,9:11:00,W WHITE,M,56,1 Moving Violation,1 No Search,2 Citation,WEST WB HARRISON ST 7TH ST,B
10/26/16,16:43:00,H HISPANIC,F,21,1 Moving Violation,1 No Search,2 Citation,WEST WB HARRISON ST 7TH ST,B
10/26/16,17:40:00,A ASIAN,M,30,1 Moving Violation,1 No Search,2 Citation,WEST WB HARRISON ST 7TH ST,B
10/26/16,17:23:00,A ASIAN,M,42,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION At TRUMMBULL,I
10/26/16,17:03:00,W WHITE,M,46,1 Moving Violation,1 No Search,3 Warning,NORTH  DOLORES At DUNCAN,I
10/26/16,17:32:00,W WHITE,M,44,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION At TRUMBULL,H
10/26/16,17:44:00,W WHITE,F,,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION At TRUMBULL,H
10/26/16,18:01:00,A ASIAN,M,24,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION At TRUMBULL,H
10/19/16,17:36:00,W WHITE,M,50,1 Moving Violation,1 No Search,3 Warning,EAST  HARRISON ST At 6TH ST,B
10/19/16,18:07:00,B BLACK,M,67,1 Moving Violation,1 No Search,3 Warning,NORTH  SANSOME ST At LOMBARD ST,B
10/19/16,20:43:00,O ALL OTHERS,M,,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,OAK ST MASONIC AVE,F
10/24/16,16:03:00,B BLACK,M,36,2 Mechanical or Nonmoving Violation,1 No Search,3 Warning,NORTH  SANSOME ST WASHINGTON ST,B
10/24/16,16:46:00,B BLACK,M,33,1 Moving Violation,1 No Search,2 Citation,SOUTH  POWELL ST At BUSH ST,A
10/25/16,15:29:00,W WHITE,M,65,1 Moving Violation,1 No Search,2 Citation,EAST  BROADWAY At FRONT ST,A
10/25/16,15:51:00,W WHITE,M,45,1 Moving Violation,1 No Search,3 Warning,WEST  BROADWAY 406 feet At LARKIN ST,E
10/26/16,17:32:00,H HISPANIC,F,53,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION ST 835 feet At TRUMBULL ST,H
10/26/16,17:49:00,W WHITE,M,58,1 Moving Violation,1 No Search,3 Warning,SOUTH  MISSION ST At TRUMBULL ST,H
10/26/16,16:18:00,O ALL OTHERS,F,50,1 Moving Violation,1 No Search,3 Warning,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,16:29:00,O ALL OTHERS,M,55,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,16:41:00,O ALL OTHERS,M,43,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,17:01:00,O ALL OTHERS,M,62,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,17:15:00,O ALL OTHERS,F,45,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,17:34:00,O ALL OTHERS,M,22,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVENUE At DENSLOWE ST.,I
10/26/16,16:19:00,A ASIAN,F,29,1 Moving Violation,1 No Search,2 Citation,NORTH  19TH AVE S of DENSLOWE DR,I
10/26/16,16:51:00,W WHITE,M,41,1 Moving Violation,1 No Search,3 Warning,NORTH  19TH AVE S of DENSLOWE DR,I
10/26/16,17:00:00,W WHITE,F,29,1 Moving Violation,1 No Search,3 Warning,NORTH  19TH AVE S of DENSLOWE DR,I
10/26/16,17:11:00,A ASIAN,M,23,1 Moving Violation,1 No Search,3 Warning,NORTH  19TH AVE S of DENSLOWE DR,I
10/26/16,17:17:00,W WHITE,F,58,1 Moving Violation,1 No Search,3 Warning,NORTH  19TH AVE S of DENSLOWE DR,I
10/26/16,15:40:00,H HISPANIC,M,46,1 Moving Violation,1 No Search,2 Citation,MISSION 2ND ST,B
10/26/16,16:00:00,B BLACK,F,31,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,B
10/26/16,16:10:00,B BLACK,M,35,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,B
10/26/16,16:20:00,B BLACK,M,57,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,B
10/26/16,16:28:00,O ALL OTHERS,M,24,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,B
10/26/16,16:37:00,W WHITE,M,54,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,
10/26/16,16:51:00,H HISPANIC,M,40,1 Moving Violation,1 No Search,2 Citation,HARRISON 2ND ST,B
10/26/16,16:40:00,W WHITE,F,36,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,B
10/26/16,16:46:00,W WHITE,M,63,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,A
10/26/16,16:56:00,W WHITE,M,35,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,A
10/26/16,16:09:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,NORTH  SANSOME To E/B LOMBARD,A
10/26/16,17:20:00,W WHITE,M,36,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,A
10/26/16,17:37:00,W WHITE,M,57,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,A
10/26/16,17:08:00,W WHITE,F,26,1 Moving Violation,1 No Search,2 Citation,WEST  BAY ST To S/B VAN NESS,A
10/26/16,17:26:00,H HISPANIC,M,45,1 Moving Violation,1 No Search,2 Citation,SOUTH  MISSION ST TRUMBELL ST,H
10/26/16,17:47:00,A ASIAN,M,54,1 Moving Violation,1 No Search,2 Citation,SOUTH  MISSION ST TRUMBULL ST,H
10/26/16,18:17:00,B BLACK,M,24,1 Moving Violation,1 No Search,2 Citation,SOUTH  MISSION ST TRUMBULL ST,H
10/26/16,18:05:00,H HISPANIC,M,33,1 Moving Violation,1 No Search,2 Citation,SOUTH  MISSION ST TRUMBULL ST,H
10/26/16,21:28:00,O ALL OTHERS,M,58,1 Moving Violation,1 No Search,2 Citation,EAST  MISSION ST To W/B MISSION ST AT MINT ST,B
10/26/16,21:58:00,O ALL OTHERS,M,46,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST  MISSION ST To N/B ANTHONY ST,B
10/26/16,16:22:00,W WHITE,M,33,1 Moving Violation,1 No Search,2 Citation,WB HARRISON 200 feet 7TH ST.,B
10/26/16,17:20:00,O ALL OTHERS,M,38,1 Moving Violation,1 No Search,2 Citation,WB HARRISON 183 feet 7TH ST.,B
10/26/16,17:37:00,W WHITE,F,45,1 Moving Violation,1 No Search,2 Citation,WB HARRISON 216 feet 7TH ST.,B
10/26/16,16:15:00,H HISPANIC,M,63,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/26/16,16:35:00,O ALL OTHERS,M,41,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/26/16,16:48:00,B BLACK,F,48,1 Moving Violation,1 No Search,3 Warning,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/26/16,17:32:00,A ASIAN,M,67,1 Moving Violation,1 No Search,3 Warning,EAST  BRYANT At 7TH STREET,B
10/26/16,16:23:00,B BLACK,M,24,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 319 feet At 7TH ST,B
10/26/16,16:57:00,W WHITE,M,33,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 317 feet At 7TH ST,B
10/26/16,17:26:00,W WHITE,F,25,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 157 feet At 7TH ST,B
10/26/16,17:54:00,W WHITE,F,33,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,WEST  HARRISON ST At BERWICK PL,B
10/26/16,17:34:00,W WHITE,M,27,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON 6TH ST,B
10/26/16,7:27:00,O ALL OTHERS,F,41,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE To E/B ST.MARYS,H
10/26/16,7:30:00,O ALL OTHERS,M,47,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE To E/B ST.MARYS,H
10/26/16,7:40:00,O ALL OTHERS,M,25,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE ST.MARYS,H
10/26/16,7:04:00,O ALL OTHERS,M,37,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JSE AVE 195 feet S of HIGHLAND SREET BRIDGE,H
10/26/16,7:46:00,O ALL OTHERS,M,39,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE To E/B ST.MARYS,H
10/27/16,7:32:00,W WHITE,M,53,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE To E/B ST. MARYS,H
10/27/16,7:47:00,W WHITE,F,28,1 Moving Violation,1 No Search,3 Warning,NORTH  SAN JOSE AVE To E/B ST.MARYS,H
10/27/16,7:53:00,W WHITE,M,30,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE To E/B ST. MARYS,H
10/27/16,7:06:00,W WHITE,M,25,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE 351 feet S of HIGHLAND STREET BRIDGE,H
10/27/16,6:53:00,O ALL OTHERS,M,22,1 Moving Violation,1 No Search,2 Citation,500 EAST  BRYANT ST,B
10/27/16,7:13:00,A ASIAN,M,53,1 Moving Violation,1 No Search,2 Citation,500 EAST  BRYANT ST,B
10/27/16,7:34:00,W WHITE,M,33,1 Moving Violation,1 No Search,2 Citation,500 EAST  BRYANT ST,B
10/27/16,7:46:00,A ASIAN,M,52,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD STREET To E/B BRYANT STREET,B
10/27/16,6:42:00,W WHITE,M,46,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT W of 3RD,B
10/27/16,6:58:00,A ASIAN,M,40,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT W of BRYANT,B
10/27/16,7:17:00,B BLACK,M,66,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD To E/B BRYANT,B
10/27/16,7:37:00,A ASIAN,F,31,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT W of 3RD,B
10/27/16,6:40:00,A ASIAN,M,25,1 Moving Violation,1 No Search,2 Citation,EAST EB BRYANT ST At 4TH-3RD ST,B
10/27/16,6:50:00,W WHITE,M,43,1 Moving Violation,1 No Search,2 Citation,EAST EB BRYANT ST At 4TH-3RD ST,B
10/27/16,7:11:00,W WHITE,M,25,1 Moving Violation,1 No Search,2 Citation,EAST EB BRYANT ST At 4TH-3RD ST,B
10/27/16,7:25:00,O ALL OTHERS,M,29,1 Moving Violation,1 No Search,2 Citation,EAST EB BRYANT ST At 4TH-3RD ST,B
10/27/16,7:41:00,A ASIAN,M,27,1 Moving Violation,1 No Search,2 Citation,NORTH EB 3RD ST To E/B BRYANT ST,B
10/26/16,7:00:00,H HISPANIC,M,38,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE S of RANDALL ST,H
10/26/16,7:24:00,H HISPANIC,F,39,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/26/16,7:35:00,B BLACK,F,33,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/26/16,7:42:00,A ASIAN,M,65,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/26/16,7:48:00,H HISPANIC,F,40,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/27/16,6:39:00,B BLACK,M,59,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE S of RANDALL ST,H
10/27/16,7:27:00,H HISPANIC,F,35,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE N of ST MARYS ST,H
10/27/16,7:39:00,B BLACK,F,35,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/27/16,7:46:00,H HISPANIC,M,35,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/27/16,7:50:00,W WHITE,M,29,1 Moving Violation,1 No Search,2 Citation,NORTH  SAN JOSE AVE At ST MARYS ST,H
10/27/16,8:12:00,W WHITE,F,23,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 434 feet CROSSOVER DR,G
10/27/16,8:01:00,W WHITE,M,25,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 554 feet CROSSOVER DR,G
10/27/16,8:24:00,W WHITE,M,59,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 434 feet CROSSOVER DR,G
10/27/16,8:38:00,A ASIAN,M,50,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 434 feet CROSSOVER DR,G
10/27/16,10:15:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS 527 feet CROSSOVER,G
10/27/16,10:25:00,W WHITE,M,55,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS 514 feet CROSSOVER,G
10/27/16,10:35:00,O ALL OTHERS,M,22,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS 609 feet CROSSOVER,G
10/27/16,10:55:00,W WHITE,M,46,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,PARK PRESIDIO BYPASS CROSSOVER,G
10/27/16,10:06:00,A ASIAN,M,51,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS CROSSOVER,G
10/27/16,8:24:00,W WHITE,M,35,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 462 feet At CROSSOVER,G
10/27/16,8:39:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 462 feet At CROSSOVER,G
10/27/16,8:09:00,W WHITE,F,47,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 602 feet At CROSSOVER,G
10/27/16,10:10:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 417 feet At CROSSOVER,G
10/27/16,10:41:00,O ALL OTHERS,F,55,1 Moving Violation,1 No Search,2 Citation,SOUTH  PARK PRESIDIO BYPASS DR 727 feet At CROSSOVER,G
10/11/16,21:19:00,B BLACK,M,37,1 Moving Violation,1 No Search,2 Citation,HOWARD ST RAUSCH ST,B
10/26/16,23:54:00,W WHITE,M,29,1 Moving Violation,1 No Search,2 Citation,24TH ST NOE ST,D
10/27/16,1:50:00,H HISPANIC,F,33,7 Traffic Collision,1 No Search,2 Citation,FOLSOM ST 3RD ST,B
10/27/16,6:43:00,B BLACK,M,47,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 3RD,B
10/27/16,7:10:00,A ASIAN,M,62,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD BRYANT,B
10/27/16,7:31:00,H HISPANIC,F,53,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD To E/B BRYANT,B
10/27/16,7:48:00,H HISPANIC,M,30,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT 3RD,B
10/27/16,10:39:00,B BLACK,F,31,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT To N/B 7TH,B
10/27/16,13:01:00,A ASIAN,M,55,1 Moving Violation,1 No Search,2 Citation,EAST  GEARY SPRUCE,G
10/27/16,6:47:00,W WHITE,M,66,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST 160 feet W of 3RD ST,B
10/27/16,7:12:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/27/16,7:38:00,W WHITE,M,64,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/27/16,7:52:00,W WHITE,F,29,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/27/16,12:19:00,W WHITE,M,46,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION ST To N/B 3RD ST,B
10/27/16,16:32:00,O ALL OTHERS,M,27,1 Moving Violation,1 No Search,2 Citation,WB HARRISON 277 feet 7TH ST.,B
10/27/16,17:12:00,O ALL OTHERS,F,40,1 Moving Violation,1 No Search,2 Citation,WB HARRISON 247 feet 7TH ST.,B
10/23/16,18:28:00,H HISPANIC,M,37,1 Moving Violation,1 No Search,2 Citation,NORTH  MINNESOTA To E/B 25TH STREET,C
10/27/16,14:57:00,B BLACK,M,58,1 Moving Violation,1 No Search,3 Warning,NORTH  SILVER At REVERE,C
10/27/16,15:32:00,H HISPANIC,M,44,1 Moving Violation,1 No Search,2 Citation,NORTH  INDIANA To W/B MARIPOSA,C
10/27/16,16:42:00,H HISPANIC,M,29,1 Moving Violation,1 No Search,2 Citation,EAST  18TH ST At TENNESSEE,C
10/27/16,16:53:00,W WHITE,F,42,1 Moving Violation,1 No Search,2 Citation,EAST  18TH ST To S/B TENNESSEE,C
10/27/16,17:13:00,H HISPANIC,F,24,1 Moving Violation,1 No Search,2 Citation,EAST  18TH ST At TENNESSEE,C
10/27/16,17:37:00,W WHITE,M,22,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL To N/B LOOMIS,C
10/27/16,17:55:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,EAST  INDUSTRIAL To N/B LOOMIS,C
10/27/16,16:52:00,W WHITE,F,44,1 Moving Violation,1 No Search,3 Warning,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/27/16,17:11:00,W WHITE,M,18,1 Moving Violation,1 No Search,3 Warning,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/27/16,17:27:00,O ALL OTHERS,M,52,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON At BET 7TH AND 8TH STREET,B
10/27/16,17:42:00,B BLACK,F,48,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 7TH ST,B
10/27/16,17:09:00,H HISPANIC,M,35,1 Moving Violation,1 No Search,2 Citation,WEST WB HARRISON ST 7TH ST,B
10/27/16,17:26:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 237 feet At 7TH ST,B
10/27/16,17:03:00,W WHITE,M,40,1 Moving Violation,1 No Search,2 Citation,WEST  HARRISON ST 184 feet At 7TH ST,B
10/27/16,15:14:00,O ALL OTHERS,M,60,1 Moving Violation,1 No Search,2 Citation,EAST  BRANNAN ST To N/B 3RD ST,B
10/28/16,9:43:00,W WHITE,F,23,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,NORTH NB 7TH ST At MISSION,B
10/28/16,9:54:00,W WHITE,F,37,2 Mechanical or Nonmoving Violation,1 No Search,2 Citation,EAST EB OFARRELL At JONES,J
10/26/16,7:45:00,W WHITE,M,66,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/26/16,7:53:00,W WHITE,M,39,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST BET 3RD AND 4TH STS 200 feet,B
10/26/16,8:12:00,W WHITE,M,61,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/27/16,6:47:00,H HISPANIC,M,20,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST To E/B BRYANT ST,B
10/27/16,7:13:00,O ALL OTHERS,M,23,1 Moving Violation,1 No Search,2 Citation,NORTH  3RD ST BET BRANNAN AND HARRISON STS,B
10/27/16,7:31:00,W WHITE,M,46,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST BET 3RD AND 4TH STS 358 feet,B
10/27/16,7:53:00,W WHITE,F,44,1 Moving Violation,1 No Search,2 Citation,EAST  BRYANT ST BET 3RD AND 4TH STS 145 feet,B
10/28/16,12:48:00,A ASIAN,M,50,1 Moving Violation,1 No Search,2 Citation,WEST  MISSION ST To S/B 10TH ST,B
